Category,GRN no,Customer/Vendor Code,VendorName,Address,LC No,Posting Date,Item No.,Item Description,Inventory UoM,Quantity,Price,Price USD,Total Amount
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40570,GETSAL COPPER SULPHATE,KG,100,3.34,3.34,334
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40520,GETSAL CDS ( M ),KG,500,5.47,5.47,"2,735.00"
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40517,SODIUM SYANIDE ( SC ),KG,950,5.72,5.72,"5,434.00"
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40508,GETSAL BCC,KG,700,6.42,6.42,"4,494.00"
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40514,GETSALT T ( SALT ),KG,300,23.47,23.47,"7,041.00"
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40507,GETSAL CU CY,KG,600,15.97,15.97,"9,582.00"
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40501,CHEMTIN 4525 (S),KG,130,11.97,11.97,"1,556.10"
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40515,GETSALT S ( SALT ),KG,220,8.27,8.27,"1,819.40"
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40519,MSP 4115 ( M ),LTR,500,5.97,5.97,"2,985.00"
Chemical,553,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",209721020025,4/10/2021,40372,ULTRABRITE CTZ-1 (M),LTR,100,1.77,1.77,177
Chemical,5701,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",135622020065,4/27/2022,40501,CHEMTIN 4525 (S),KG,200,12.82,12.82,"2,564.00"
Chemical,5701,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",135622020065,4/27/2022,40507,GETSAL CU CY,KG,500,16.37,16.37,"8,185.00"
Chemical,5701,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",135622020065,4/27/2022,40515,GETSALT S ( SALT ),KG,100,8.47,8.47,847
Chemical,5701,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",135622020065,4/27/2022,40516,GETSALT Z,KG,50,13.77,13.77,688.5
Chemical,5701,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",135622020065,4/27/2022,40517,SODIUM SYANIDE ( SC ),KG,"1,500.00",9.97,9.97,"14,955.00"
Chemical,5701,V000000094,GTZ (INDIA) PVT LTD.,"9, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001, India",135622020065,4/27/2022,40508,GETSAL BCC,KG,"1,000.00",6.97,6.97,"6,970.00"
Chemical,8352,V000000257,ANTONG TRUMPCHI TRADE DEVELOPMENT CO. LTD,,135622230061,9/23/2022,40630,A-H HARDNER,KG,150,24.26,24.26,"3,639.00"
Chemical,8352,V000000257,ANTONG TRUMPCHI TRADE DEVELOPMENT CO. LTD,,135622230061,9/23/2022,40650,LEMON YELLOW 713,Gal,6,29.7,29.7,178.2
Chemical,1906,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020078,8/17/2021,40630,A-H HARDNER,KG,600,11.48,11.48,"6,888.00"
Chemical,1906,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020078,8/17/2021,40635,A-P/Z (PHOSPHATING ZINC ALLOY),KG,900,3.6,3.6,"3,240.00"
Chemical,1906,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020078,8/17/2021,40636,A-P/A ( PEEL AGENT ),KG,525,3.6,3.6,"1,890.00"
Chemical,2599,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,9/30/2021,40413,CUTTING OIL,Ltr,205,312.195121,3.67,752.94
Chemical,2599,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,9/30/2021,40411,HYDROLIC OIL,Ltr,205,243.90244,2.87,588.24
Chemical,6429,V000000058,M/S REFAT TRADERS,,,6/13/2022,40562,DIESEL,Ltr,25,80,0.94,23.53
Chemical,7122,V000000058,M/S REFAT TRADERS,,,7/28/2022,40562,DIESEL,Ltr,50,80,0.94,47.06
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40636,A-P/A ( PEEL AGENT ),KG,522,3.6,3.6,"1,879.20"
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40636,A-P/A ( PEEL AGENT ),KG,500,3.6,3.6,"1,800.00"
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40636,A-P/A ( PEEL AGENT ),KG,200,3.6,3.6,720
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40630,A-H HARDNER,KG,195,12.39,12.39,"2,416.05"
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40349,SODIUM POTACIUM TETRATE ( MAKE UP SALT SPT),KG,75,3,3,225
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40354,POLISHING AGENT SS ( PO ),KG,190,2.16,2.16,410.4
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40635,A-P/Z (PHOSPHATING ZINC ALLOY),KG,400,3.6,3.6,"1,440.00"
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40635,A-P/Z (PHOSPHATING ZINC ALLOY),KG,200,3.6,3.6,720
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40635,A-P/Z (PHOSPHATING ZINC ALLOY),KG,100,3.6,3.6,360
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40631,A-S SOLVENT FOR OILL,KG,200,3.09,3.09,618
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40318,130B BLACKENING. AGENT,KG,600,4.85,4.85,"2,910.00"
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40637,A-W  ( WAX ),KG,100,2.25,2.25,225
Chemical,7347,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135622230053,8/7/2022,40343,HI.TEM.ACID R.LA(ANTIRUST-102),KG,53.62,9.5,9.5,509.39
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40315,GUNMETAL REPLENISHER-787(GM-3),KG,210,8.59375,8.59,"1,804.69"
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40310,L-4 AUXILIARY ( L-4 ),KG,250,4.6875,4.69,"1,171.88"
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40354,POLISHING AGENT SS ( PO ),KG,250,4.6875,4.69,"1,171.88"
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40344,HI.TEM.ACID D.LA(ANTIRUST-413),KG,30,10.9375,10.94,328.13
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40318,130B BLACKENING. AGENT,KG,150,6.25,6.25,937.5
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40360,OXYGEN FREE ELECTROLYTIC COPPER PLATE,KG,725,10.921875,10.92,"7,918.36"
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40365,WASHING NET,METER,500,3.90625,3.91,"1,953.13"
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40316,GUNMETAL COVERING AGENT(GM-2),KG,240,4.6875,4.69,"1,125.00"
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40309,L-3 BRIGHNER ( L-3 ),KG,150,4.6875,4.69,703.13
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40343,HI.TEM.ACID R.LA(ANTIRUST-102),KG,188,15.625,15.63,"2,937.50"
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40345,DULL LACQUER (ANTIRUST-423),KG,52,13.28125,13.28,690.63
Chemical,1154,V000000006,FOSHAN GUANGYUAN TECHNOLOGY LTD.,"LuoxingxuJinsha, Danzao Town, Nanhai District,Foshan,China",135621020039,6/8/2021,40329,STEPING AGENT 696,KG,200,4.0625,4.06,812.5
Sewing Thread,3112,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020242,11/4/2021,52611,SEWING THREAD 20/4 RAW WHITE,KG,"5,000.00",2.11,2.11,"10,550.00"
Sewing Thread,3112,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020242,11/4/2021,52605,SEWING THREAD 40/2 OP WHITE,KG,"3,000.00",2.51,2.51,"7,530.00"
Sewing Thread,3112,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020242,11/4/2021,52602,SEWING THREAD 50/2 OP WHITE,KG,"1,900.00",2.79,2.79,"5,301.00"
Sewing Thread,3112,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020242,11/4/2021,52601,SEWING THREAD 50/2 RAW WHITE,KG,"17,000.00",2.74,2.74,"46,580.00"
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10011,PEGMENT DYEIS WHITE,KG,30,11,11,330
Zipper,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,41502,# 5 MONOFILAMENT ( 0.68 mm ),KG,"4,000.00",2.17,2.17,"8,680.00"
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10000,PEGMENT DYEIS BLACK,KG,30,24,24,720
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10020,PEGMENT DYEIS  VIOLET RLSP,KG,3,140,140,420
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10014,PEGMENT DYEIS BROWN 6161,KG,8,22.7,22.7,181.6
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10008,PEGMENT DYEIS BLUE-6911,KG,5,48.8,48.8,244
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10002,PEGMENT DYEIS FLOURCANT TA-803,KG,2,39,39,78
Zipper,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,41503,# 3 MONOFILAMENT ( 0.50 mm ),KG,"2,000.00",2.17,2.17,"4,340.00"
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10005,PEGMENT DYEIS PINK-5202,KG,10,41.2,41.2,412
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10004,PEGMENT DYEIS ORANGE-5201,KG,10,41.2,41.2,412
Chemical,8299,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",209722020244,9/21/2022,10026,PEGMENT DYEIS  WHITE (TA-501),KG,5,18,18,90
Chemical,9028,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",135622020186,10/19/2022,10026,PEGMENT DYEIS  WHITE (TA-501),KG,5,18,18,90
Chemical,9028,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",135622020186,10/19/2022,10004,PEGMENT DYEIS ORANGE-5201,KG,10,41.2,41.2,412
Chemical,9028,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",135622020186,10/19/2022,10019,PEGMENT DYEIS  RED -3911,KG,5,240,240,"1,200.00"
Chemical,9028,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",135622020186,10/19/2022,10005,PEGMENT DYEIS PINK-5202,KG,10,41.2,41.2,412
Zipper,9028,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",135622020186,10/19/2022,41503,# 3 MONOFILAMENT ( 0.50 mm ),KG,"2,400.00",2.05,2.05,"4,920.00"
Chemical,9028,V000000095,HERMES UNIVERSE CO. LTD.,"3F1#43, LANE 115,SEC 2 CHUNG SHAN N ROAD, TAIPEI TAIWAN ROC, TAIWAN",135622020186,10/19/2022,10002,PEGMENT DYEIS FLOURCANT TA-803,KG,2,39,39,78
Chemical,467,V000000012,ACTIVE ZIPPER LTD.,,,4/1/2021,C0000043,Requisition Slip Book,PCS,30,0,0,0
Chemical,467,V000000012,ACTIVE ZIPPER LTD.,,,4/1/2021,C0000097,DYEING SECTION DAILY OK REPORT SHEET,PCS,50,167,1.96,98.24
Chemical,467,V000000012,ACTIVE ZIPPER LTD.,,,4/1/2021,C0000077,TRAVELLING CARD,PCS,"1,600.00",2.7,0.03,50.82
Chemical,467,V000000012,ACTIVE ZIPPER LTD.,,,4/1/2021,C0000096,DYEING ORDER SUBMIT SHEET,PCS,50,167,1.96,98.24
Chemical,467,V000000012,ACTIVE ZIPPER LTD.,,,4/1/2021,C0000008,"Goods Gate Pass Book(AUTO CARBON, 4 PAGE)",PCS,30,0,0,0
Chemical,467,V000000012,ACTIVE ZIPPER LTD.,,,4/1/2021,C0000085,DYEING RECEIPT SHEET,PCS,50,90,1.06,52.94
Chemical,467,V000000012,ACTIVE ZIPPER LTD.,,,4/1/2021,C0000010,Particulars Book (Auto Carbon For Button & Zipper),PCS,29,0,0,0
Chemical,631,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",209721020026,4/19/2021,40750,TERACON BLACK ECO,KG,"1,000.00",7.25,7.25,"7,250.00"
Chemical,631,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",209721020026,4/19/2021,40803,NAVY BLUE SF- BLT 200%,KG,200,8.5,8.5,"1,700.00"
Chemical,631,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",209721020026,4/19/2021,40796,T. NAVY BLUE SF-GT ECO 300%,KG,200,8.15,8.15,"1,630.00"
Chemical,631,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",209721020026,4/19/2021,40763,TAICRON YELLOW SE-4GT 200%,KG,200,6.3,6.3,"1,260.00"
Chemical,631,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",209721020026,4/19/2021,40793,TAIGAL DLA,KG,"3,000.00",2.8,2.8,"8,400.00"
Chemical,631,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",209721020026,4/19/2021,40760,TAICRON RED E-FBNT 200%,KG,500,16.2,16.2,"8,100.00"
Chemical,631,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",209721020026,4/19/2021,40810,TAICRON YELLOW  BROWN ECO 200%,KG,100,7.5,7.5,750
Chemical,1418,V000000067,R.S TRADING,,,6/27/2021,40804,HYDOSE,KG,300,152,1.79,536.47
Chemical,1418,V000000067,R.S TRADING,,,6/27/2021,40401,SULFURIC ACID,KG,"1,000.00",31,0.36,364.71
Chemical,1418,V000000067,R.S TRADING,,,6/27/2021,40404,AMONIUM WATER,KG,510,34,0.4,204
Chemical,1418,V000000067,R.S TRADING,,,6/27/2021,40410,CUSTIC SUDA,KG,200,60,0.71,141.18
Chemical,1418,V000000067,R.S TRADING,,,6/27/2021,40400,HYDROZEN PEROXIDE (H2 O2 ),KG,"2,040.00",46,0.54,"1,104.00"
Chemical,2590,V000000067,R.S TRADING,,,9/29/2021,40401,SULFURIC ACID,KG,985,34,0.4,394
Chemical,2590,V000000067,R.S TRADING,,,9/29/2021,40404,AMONIUM WATER,KG,510,35,0.41,210
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40008,COPPER N/F 0.60 *305 1/2 ( H ),KG,"1,026.30",7.908,7.91,"8,115.98"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40017,COPPER N/F 0.50 *305 1/2 ( H ),KG,"1,055.00",7.908,7.91,"8,342.94"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40009,COPPER N/F 0.25 *305  ( S ),KG,"2,846.30",7.908,7.91,"22,508.54"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40001,COPPER N/F 0.23 *305 ( S ),KG,"2,174.80",7.908,7.91,"17,198.32"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40060,RING TYPE SOCKET WIRE 1.2 mm,KG,502.6,9.43,9.43,"4,739.52"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40002,COPPER N/F 0.23 *305 ( H ),KG,"4,394.40",7.908,7.91,"34,750.92"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40013,COPPER N/F 0.30 *305  ( S ),KG,"2,009.60",7.908,7.91,"15,891.92"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40005,COPPER N/F 0.18 *305 ( S ),KG,"1,049.20",7.998,8,"8,391.50"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40004,COPPER N/F 0.20 *305 ( H ),KG,"6,286.10",7.908,7.91,"49,710.48"
Button,1027,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135621020031,5/29/2021,40045,SPRING TYPE SOCKET WIRE 0.70mm,KG,997.3,9.43,9.43,"9,404.54"
Button,1827,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",209721020139,8/11/2021,40003,COPPER N/F 0.20 *305 ( S ),KG,"2,859.20",8.52,8.52,"24,360.38"
Button,1827,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",209721020139,8/11/2021,40005,COPPER N/F 0.18 *305 ( S ),KG,"5,846.90",8.61,8.61,"50,341.81"
Button,1827,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",209721020139,8/11/2021,40045,SPRING TYPE SOCKET WIRE 0.70mm,KG,550.5,9.944,9.94,"5,474.17"
Button,1827,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",209721020139,8/11/2021,40004,COPPER N/F 0.20 *305 ( H ),KG,"7,147.00",8.52,8.52,"60,892.44"
Button,1827,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",209721020139,8/11/2021,40001,COPPER N/F 0.23 *305 ( S ),KG,"5,893.20",8.52,8.52,"50,210.06"
Button,5789,V000000002,NINGBO XINGYE SHENGTAI GROUP COM.,"2-9 Jinxi Road Hangzhou Bay New Area Cixi, 315336 China",135622020038,5/8/2022,40017,COPPER N/F 0.50 *305 1/2 ( H ),KG,962.4,8.95,8.95,"8,613.48"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40650,LEMON YELLOW 713,Gal,14,29.7,29.7,415.8
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40611,RUBBER PAINT,SET,15,93.5,93.5,"1,402.50"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40630,A-H HARDNER,KG,600,23.59,23.59,"14,154.00"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40635,A-P/Z (PHOSPHATING ZINC ALLOY),KG,500,2.77,2.77,"1,385.00"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40615,E.POXY PAINT1000/MATTING AGENT,Gal,90,28.6,28.6,"2,574.00"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40632,A-EP/T ( EP THINNER ),Ltr,"1,020.00",3.38,3.38,"3,447.60"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40644,BLUE 730,Gal,34,29.7,29.7,"1,009.80"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40642,BLACK 741,Gal,100,28.6,28.6,"2,860.00"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40646,GREEN 736,Gal,4,29.7,29.7,118.8
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40641,SUPER WHITE 701,Gal,110,28.6,28.6,"3,146.00"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40645,HOT RED703,Gal,61,29.7,29.7,"1,811.70"
