Category,GRN no,Customer/Vendor Code,VendorName,Address,LC No,Posting Date,Item No.,Item Description,Inventory UoM,Quantity,Price,Price USD,Total Amount
Chemical,5870,V000000155,PROLEP ENTERPRISE,,,5/14/2022,40418,PERCHLORIC ACID,KG,5,"5,200.00",61.18,305.88
Sewing Thread,2303,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621020155,9/13/2021,52604,SEWING THREAD 40/2 RAW WHITE,KG,"22,000.00",2.43,2.43,"53,460.00"
Sewing Thread,2303,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621020155,9/13/2021,52605,SEWING THREAD 40/2 OP WHITE,KG,"3,000.00",2.48,2.48,"7,440.00"
Sewing Thread,2303,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621020155,9/13/2021,52602,SEWING THREAD 50/2 OP WHITE,KG,"3,000.00",2.76,2.76,"8,280.00"
Sewing Thread,2303,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621020155,9/13/2021,52601,SEWING THREAD 50/2 RAW WHITE,KG,"22,000.00",2.71,2.71,"59,620.00"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40227,PLASTIC WASHER 13 MM FOR EYELET,Gross,"6,500.00",0.13,0.13,845
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40204,S.S NORMAL SHANK19mm (China Quality),Gross,"27,658.00",0.45,0.45,"12,446.10"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40200,S.S NORMAL SHANK15mm (China Quality),Gross,"12,000.00",0.34,0.34,"4,080.00"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40737,S.S SPRINNG TYPE POST 13.5MM (CHINA QUALITY),Gross,"4,605.00",0.5,0.5,"2,302.50"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40254,NORMAL SHANK BUTTON SCREW,Gross,"55,900.00",0.177,0.18,"9,894.30"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,60509,PLASTIC WASHER 12 MM FOR EYELET,Gross,"6,810.00",0.13,0.13,885.3
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40739,S.S SPRINNG TYPE SOCKET 13.5MM (CHINA QUALITY),Gross,"5,000.00",0.5,0.5,"2,500.00"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40734,S.S SPRINNG TYPE SOCKET 12.5MM (CHINA QUALITY),Gross,"18,410.00",0.453333,0.45,"8,345.86"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40253,ALLUMINIUM EYEHOLE SHANK BUTTON SCREW,Gross,"32,000.00",0.1755,0.18,"5,616.00"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,40738,S.S SPRINNG TYPE STUD 13.5MM (CHINA QUALITY),Gross,"5,000.00",0.5,0.5,"2,500.00"
Button,5700,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135622020067,4/27/2022,60827,PLASTIC WASHER 10 MM FOR EYELET,Gross,"11,700.00",0.125,0.13,"1,462.50"
Button,1248,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,209721020059,6/15/2021,40725,PLASTIC WASHER (FOR SNAP BTN) COIN 16.1MM,Gross,"10,000.00",0.08,0.08,800
Button,3620,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135621020113,12/10/2021,40232,PRONG SNAP BUTTON 9.5MM (S.S QUALITY),Gross,"2,376.00",1.13,1.13,"2,684.88"
Button,4490,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135621230023,2/12/2022,40232,PRONG SNAP BUTTON 9.5MM (S.S QUALITY),Gross,"4,937.00",1.2,1.2,"5,924.40"
Button,4490,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135621230023,2/12/2022,40736,S.S SPRINNG TYPE POST 12.5MM (CHINA QUALITY),Gross,"20,000.00",0.453333,0.45,"9,066.66"
Button,4490,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135621230023,2/12/2022,40291,S.S RIVET SHANK 9.5 MM (China Quality),Gross,"9,600.00",0.15,0.15,"1,440.00"
Button,4490,V000000162,"ALIBABA ONETOUCH BUSINESS SERVICE CO., LTD.",,135621230023,2/12/2022,40254,NORMAL SHANK BUTTON SCREW,Gross,"60,000.00",0.177,0.18,"10,620.00"
Chemical,7336,V000000058,M/S REFAT TRADERS,,,8/7/2022,40562,DIESEL,Ltr,40,114,1.34,53.65
Chemical,8570,V000000058,M/S REFAT TRADERS,,,9/30/2022,40562,DIESEL,Ltr,50,109,1.28,64.12
Chemical,9857,V000000058,M/S REFAT TRADERS,,,11/24/2022,40564,MOBIL,Ltr,30,220,2.59,77.65
Chemical,9857,V000000058,M/S REFAT TRADERS,,,11/24/2022,40562,DIESEL,Ltr,30,109,1.28,38.47
Chemical,10042,V000000058,M/S REFAT TRADERS,,,12/2/2022,40562,DIESEL,Ltr,50,109,1.28,64.12
Chemical,12063,V000000058,M/S REFAT TRADERS,,,3/8/2023,40562,DIESEL,Ltr,25,109,1.28,32.06
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40330,STANNOUS SULFATE ( SS ),KG,100,32.79,32.79,"3,279.00"
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40630,A-H HARDNER,KG,510,11.48,11.48,"5,854.80"
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40611,RUBBER PAINT,SET,11,62.18,62.18,683.98
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40306,COLOR BRUSHING POWDER ( CP ),KG,914.94,0.71,0.71,649.61
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40327,SODIUM STANNATE WBN-T/2,KG,600,28.69,28.69,"17,214.00"
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40360,OXYGEN FREE ELECTROLYTIC COPPER PLATE,KG,"1,300.00",13.8,13.8,"17,940.00"
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40305,MATT POWDER ( MP ),KG,98.78,0.62,0.62,61.24
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40346,TIN PLATE,KG,98.98,52.46,52.46,"5,192.49"
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40343,HI.TEM.ACID R.LA(ANTIRUST-102),KG,94.74,9.5,9.5,900.03
Chemical,4621,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,135621020307,2/17/2022,40313,SODIUM HYDROXIDE ( NAOH ),KG,200,1.5,1.5,300
Chemical,5557,V000000058,M/S REFAT TRADERS,,,4/18/2022,40564,MOBIL,Ltr,30,190,2.24,67.06
Chemical,6279,V000000058,M/S REFAT TRADERS,,,6/6/2022,40563,GEAR OIL,Ltr,6,260,3.06,18.35
Chemical,8676,V000000058,M/S REFAT TRADERS,,,10/5/2022,40562,DIESEL,Ltr,25,109,1.28,32.06
Chemical,10841,V000000058,M/S REFAT TRADERS,,,1/13/2023,40562,DIESEL,Ltr,50,109,1.28,64.12
Chemical,11895,V000000058,M/S REFAT TRADERS,,,2/28/2023,40564,MOBIL,Ltr,30,220,2.59,77.65
Chemical,6617,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,6/22/2022,40306,COLOR BRUSHING POWDER ( CP ),KG,"2,990.00",0.71,0.71,"2,122.90"
Chemical,2965,V000000067,R.S TRADING,,,10/24/2021,40400,HYDROZEN PEROXIDE (H2 O2 ),KG,"2,000.00",55,0.65,"1,294.12"
Chemical,3030,V000000067,R.S TRADING,,,10/28/2021,40517,SODIUM SYANIDE ( SC ),KG,200,410,4.82,964.71
Chemical,3616,V000000067,R.S TRADING,,,12/9/2021,40804,HYDOSE,KG,300,230,2.71,811.76
Chemical,3616,V000000067,R.S TRADING,,,12/9/2021,40410,CUSTIC SUDA,KG,300,80,0.94,282.35
Chemical,70,V000000067,R.S CHEMICALS,,,2/13/2021,40410,CUSTIC SUDA,KG,200,60,0.71,141.18
Chemical,70,V000000067,R.S CHEMICALS,,,2/13/2021,40401,SULFURIC ACID,KG,800,24,0.28,225.88
Chemical,70,V000000067,R.S CHEMICALS,,,2/13/2021,40804,HYDOSE,KG,200,152,1.79,357.65
Chemical,70,V000000067,R.S CHEMICALS,,,2/13/2021,40419,NITRIC ACID,KG,140,125.712857,1.48,207.06
Chemical,70,V000000067,R.S CHEMICALS,,,2/13/2021,40400,HYDROZEN PEROXIDE (H2 O2 ),KG,"1,020.00",44,0.52,528
Chemical,1688,V000000067,R.S TRADING,,,7/18/2021,40406,THINNER,KG,800,210,2.47,"1,976.47"
Chemical,3828,V000000067,R.S TRADING,,,12/23/2021,40514,GETSALT T ( SALT ),KG,25,"4,700.00",55.29,"1,382.35"
Chemical,3828,V000000067,R.S TRADING,,,12/23/2021,40507,GETSAL CU CY,KG,40,"2,150.00",25.29,"1,011.76"
Chemical,3828,V000000067,R.S TRADING,,,12/23/2021,40517,SODIUM SYANIDE ( SC ),KG,50,500,5.88,294.12
Chemical,3828,V000000067,R.S TRADING,,,12/23/2021,40329,STEPING AGENT 696,KG,38,900,10.59,402.35
Chemical,5107,V000000067,R.S TRADING,,,3/22/2022,40406,THINNER,KG,600,240,2.82,"1,694.12"
Chemical,9455,V000000067,R.S TRADING,,,11/6/2022,40400,HYDROZEN PEROXIDE (H2 O2 ),KG,"3,827.00",56,0.66,"2,521.32"
Button,9855,V000000739,M/S M.S TRADERS,"Shop SR 123/3, 123/7, E/8-A, Rokeya Sharani, Shere Bangla Nagar- Dhaka IDB Bhaban",,11/23/2022,40254,NORMAL SHANK BUTTON SCREW,Gross,190,45,0.53,100.59
Chemical,144,V000000067,R.S CHEMICALS,,,2/24/2021,40420,PHOSPHORIC ACID,KG,70,150,1.76,123.53
Chemical,144,V000000067,R.S CHEMICALS,,,2/24/2021,40805,GLYCERINE,KG,120,140,1.65,197.65
Chemical,144,V000000067,R.S CHEMICALS,,,2/24/2021,40400,HYDROZEN PEROXIDE (H2 O2 ),KG,"1,020.00",44,0.52,528
Chemical,1707,V000000012,ACTIVE ZIPPER LTD.,,,7/30/2021,40348,BRASS PLATE 2,KG,213.1,8.124777,8.12,"1,731.39"
Chemical,1707,V000000012,ACTIVE ZIPPER LTD.,,,7/30/2021,40346,TIN PLATE,KG,225,37.350044,37.35,"8,403.76"
Chemical,1707,V000000012,ACTIVE ZIPPER LTD.,,,7/30/2021,40350,GRAPHITE PLATE,KG,42.8,33.274766,33.27,"1,424.16"
Chemical,3079,V000000067,R.S TRADING,,,11/1/2021,40553,CYNOBRITE A,KG,20,400,4.71,94.12
Chemical,5660,V000000067,R.S TRADING,,,4/26/2022,40406,THINNER,KG,"1,000.00",240,2.82,"2,823.53"
Sewing Thread,5328,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209722020089,4/5/2022,52601,SEWING THREAD 50/2 RAW WHITE,KG,"20,000.00",3.35,3.35,"67,000.00"
Sewing Thread,5328,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209722020089,4/5/2022,52611,SEWING THREAD 20/4 RAW WHITE,KG,"5,000.00",2.73,2.73,"13,650.00"
Zipper,7885,V000000209,BILLION ASCENT INDUSTRIAL LIMITED.,UNIT: B26 OF FTY G ON 1/F KWAI SHING IND BLDG(PHASE II) NOS.42-46 TAI LIN PAI RD KWAT CHUNG HK,209722020239,9/2/2022,41650,RESIN(ACETAL CO-POLYMER),KG,"20,000.00",3.5,3.5,"70,000.00"
Sewing Thread,12450,V000000592,"HUBEI BLUE WHALE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",135623230005,3/21/2023,52604,SEWING THREAD 40/2 RAW WHITE,KG,"10,000.00",2.04,2.04,"20,400.00"
Sewing Thread,12450,V000000592,"HUBEI BLUE WHALE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",135623230005,3/21/2023,52609,SEWING THREAD 20/2 RAW WHITE,KG,"3,000.00",1.74,1.74,"5,220.00"
Sewing Thread,12450,V000000592,"HUBEI BLUE WHALE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",135623230005,3/21/2023,52602,SEWING THREAD 50/2 OP WHITE,KG,"4,000.00",2.4,2.4,"9,600.00"
Sewing Thread,12450,V000000592,"HUBEI BLUE WHALE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",135623230005,3/21/2023,52605,SEWING THREAD 40/2 OP WHITE,KG,"3,000.00",2.19,2.19,"6,570.00"
Sewing Thread,12450,V000000592,"HUBEI BLUE WHALE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",135623230005,3/21/2023,52611,SEWING THREAD 20/4 RAW WHITE,KG,"5,000.00",1.76,1.76,"8,800.00"
Sewing Thread,9955,V000000592,"HUBEI BLUE WHATE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",209722020298,11/29/2022,52609,SEWING THREAD 20/2 RAW WHITE,KG,"10,000.00",1.96,1.96,"19,600.00"
Sewing Thread,9955,V000000592,"HUBEI BLUE WHATE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",209722020298,11/29/2022,52610,SEWING THREAD 20/3 RAW WHITE,KG,"9,575.00",1.96,1.96,"18,767.00"
Sewing Thread,9955,V000000592,"HUBEI BLUE WHATE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",209722020298,11/29/2022,52604,SEWING THREAD 40/2 RAW WHITE,KG,"5,000.00",2.24,2.24,"11,200.00"
Zipper,2471,V000000227,YI JINN INDUSTRIAL CO. LTD.,,209721020210,9/23/2021,41500,POLYESTER YARN 300 D AIR (HIM),KG,"9,972.00",1.8,1.8,"17,949.60"
Zipper,2471,V000000227,YI JINN INDUSTRIAL CO. LTD.,,209721020210,9/23/2021,41501,POLYESTER YARN 300 D WOOLY(NIM),KG,"10,008.00",1.8,1.8,"18,014.40"
Sewing Thread,11012,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209722020358,1/19/2023,52611,SEWING THREAD 20/4 RAW WHITE,KG,"4,000.00",1.76,1.76,"7,040.00"
Sewing Thread,11012,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209722020358,1/19/2023,52609,SEWING THREAD 20/2 RAW WHITE,KG,"15,000.00",1.74,1.74,"26,100.00"
Sewing Thread,11012,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209722020358,1/19/2023,52610,SEWING THREAD 20/3 RAW WHITE,KG,"6,000.00",1.74,1.74,"10,440.00"
Chemical,6617,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,6/22/2022,40335,D30 BLACKENING- SALT,KG,148.74,7.28,7.28,"1,082.83"
Chemical,6617,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,6/22/2022,40347,ZINC PLATE,KG,100,6.1,6.1,610
Chemical,6617,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,6/22/2022,40343,HI.TEM.ACID R.LA(ANTIRUST-102),KG,241.92,9.6,9.6,"2,322.43"
Chemical,6617,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,6/22/2022,40346,TIN PLATE,KG,600,60,60,"36,000.00"
Chemical,6617,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,6/22/2022,40360,OXYGEN FREE ELECTROLYTIC COPPER PLATE,KG,990.74,13.83,13.83,"13,701.93"
Chemical,6617,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,6/22/2022,40313,SODIUM HYDROXIDE ( NAOH ),KG,700,1.67,1.67,"1,169.00"
Chemical,6617,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,6/22/2022,40636,A-P/A ( PEEL AGENT ),KG,489.2,3.6,3.6,"1,761.12"
Chemical,10810,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020311,1/12/2023,40347,ZINC PLATE,KG,150,5.87,5.87,880.5
Chemical,10810,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020311,1/12/2023,40351,ACTIVE CARBON,KG,49,3.27,3.27,160.23
Chemical,10810,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020311,1/12/2023,40360,OXYGEN FREE ELECTROLYTIC COPPER PLATE,KG,"2,500.00",11.9,11.9,"29,750.00"
Chemical,2159,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,9/5/2021,40413,CUTTING OIL,Ltr,205,312.19512,3.67,752.94
Chemical,2836,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,10/17/2021,40411,HYDROLIC OIL,Ltr,410,243.90244,2.87,"1,176.47"
Chemical,11124,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,1/24/2023,40413,CUTTING OIL,Ltr,205,434.146341,5.11,"1,047.06"
Chemical,1094,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,6/2/2021,40413,CUTTING OIL,Ltr,205,292.682926,3.44,705.88
Chemical,7145,V000000171,HONGKONG HANLIN INT. TRADE CO.LTD.,,209722020137,7/28/2022,40611,RUBBER PAINT,SET,10,62.18,62.18,621.8
Chemical,7731,V000000058,M/S REFAT TRADERS,,,8/25/2022,40562,DIESEL,Ltr,50,114,1.34,67.06
Chemical,10289,V000000058,M/S REFAT TRADERS,,,12/13/2022,40562,DIESEL,Ltr,50,109,1.28,64.12
Chemical,476,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,4/1/2021,40413,CUTTING OIL,Ltr,20,315,3.71,74.12
Chemical,1025,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,5/29/2021,40411,HYDROLIC OIL,Ltr,205,219.5122,2.58,529.41
Chemical,4183,V000000046,BEST LUBRICANTS (PVT.) LTD.,,,1/19/2022,40563,GEAR OIL,Ltr,205,243.90244,2.87,588.24
Chemical,11122,V000000058,M/S REFAT TRADERS,,,1/24/2023,40562,DIESEL,Ltr,50,109,1.28,64.12
Zipper,5063,V000000121,PT. PRIMA COPPER INDUSTRY,,135622020027,3/20/2022,41105,# 3.5 TOP STOPPER ( 2.2 X 0.8mm),Kg,"1,000.00",9.93,9.93,"9,930.00"
Zipper,2273,V000000121,PT. PRIMA COPPER INDUSTRY,,135621020112,9/11/2021,41006,# 3 Brass wire Morokko(3.05 x 0.85),Kg,"2,400.00",8.22,8.22,"19,728.00"
Zipper,2273,V000000121,PT. PRIMA COPPER INDUSTRY,,135621020112,9/11/2021,41000,# 3 BRASS WIRE Y TEETH,Kg,"8,050.00",8.62,8.62,"69,391.00"
Button,2273,V000000121,PT. PRIMA COPPER INDUSTRY,,135621020112,9/11/2021,40061,BUCKLE PIN WIRE BRASS 1x2.5 mm,KG,500,9.42,9.42,"4,710.00"
Zipper,2273,V000000121,PT. PRIMA COPPER INDUSTRY,,135621020112,9/11/2021,41003,# 5 Brass wire(3.9 x 0.9),Kg,"4,000.00",8.22,8.22,"32,880.00"
Zipper,7589,V000000121,PT. PRIMA COPPER INDUSTRY,,209722020228,8/18/2022,41105,# 3.5 TOP STOPPER ( 2.2 X 0.8mm),Kg,"1,500.00",9,9,"13,500.00"
Zipper,7589,V000000121,PT. PRIMA COPPER INDUSTRY,,209722020228,8/18/2022,41006,# 3 Brass wire Morokko(3.05 x 0.85),Kg,"2,000.00",7.8,7.8,"15,600.00"
Zipper,7589,V000000121,PT. PRIMA COPPER INDUSTRY,,209722020228,8/18/2022,41000,# 3 BRASS WIRE Y TEETH,Kg,"8,050.00",8.2,8.2,"66,010.00"
Zipper,7589,V000000121,PT. PRIMA COPPER INDUSTRY,,209722020228,8/18/2022,41002,# 5 BRASS WIRE Y TEETH,Kg,"5,750.00",8.15,8.15,"46,862.50"
Zipper,7589,V000000121,PT. PRIMA COPPER INDUSTRY,,209722020228,8/18/2022,41003,# 5 Brass wire(3.9 x 0.9),Kg,"4,000.00",7.8,7.8,"31,200.00"
Zipper,11710,V000000121,PT. PRIMA COPPER INDUSTRY,,135622230085,2/20/2023,41000,# 3 BRASS WIRE Y TEETH,Kg,"14,950.00",7.6,7.6,"113,620.00"
Zipper,11810,V000000121,PT. PRIMA COPPER INDUSTRY,,135623230006,2/26/2023,41002,# 5 BRASS WIRE Y TEETH,Kg,"3,450.00",7.52,7.52,"25,944.00"
Zipper,11810,V000000121,PT. PRIMA COPPER INDUSTRY,,135623230006,2/26/2023,41000,# 3 BRASS WIRE Y TEETH,Kg,"13,800.00",7.55,7.55,"104,190.00"
Zipper,2614,V000000121,PT. PRIMA COPPER INDUSTRY,,209721020182,9/25/2021,41003,# 5 Brass wire(3.9 x 0.9),Kg,"6,000.00",8.02,8.02,"48,120.00"
Zipper,2614,V000000121,PT. PRIMA COPPER INDUSTRY,,209721020182,9/25/2021,41000,# 3 BRASS WIRE Y TEETH,Kg,"6,900.00",8.42,8.42,"58,098.00"
Zipper,2614,V000000121,PT. PRIMA COPPER INDUSTRY,,209721020182,9/25/2021,41006,# 3 Brass wire Morokko(3.05 x 0.85),Kg,"2,000.00",8.02,8.02,"16,040.00"
Zipper,2614,V000000121,PT. PRIMA COPPER INDUSTRY,,209721020182,9/25/2021,41105,# 3.5 TOP STOPPER ( 2.2 X 0.8mm),Kg,"1,000.00",9.22,9.22,"9,220.00"
Zipper,3900,V000000121,PT. PRIMA COPPER INDUSTRY,,135621020260,12/28/2021,41105,# 3.5 TOP STOPPER ( 2.2 X 0.8mm),Kg,500,10,10,"5,000.00"
Button,3900,V000000121,PT. PRIMA COPPER INDUSTRY,,135621020260,12/28/2021,40061,BUCKLE PIN WIRE BRASS 1x2.5 mm,KG,"1,000.00",10,10,"10,000.00"
Zipper,3900,V000000121,PT. PRIMA COPPER INDUSTRY,,135621020260,12/28/2021,41000,# 3 BRASS WIRE Y TEETH,Kg,"5,750.00",9.2,9.2,"52,900.00"
Chemical,6151,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",135622020063,5/30/2022,40793,TAIGAL DLA,KG,"13,800.00",3,3,"41,400.00"
Chemical,6151,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",135622020063,5/30/2022,40763,TAICRON YELLOW SE-4GT 200%,KG,100,7.95,7.95,795
Chemical,6151,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",135622020063,5/30/2022,40803,NAVY BLUE SF- BLT 200%,KG,400,8.75,8.75,"3,500.00"
Chemical,6151,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",135622020063,5/30/2022,40794,TAICRON RUBAINE S2 GT,KG,100,13.2,13.2,"1,320.00"
Chemical,6151,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",135622020063,5/30/2022,40796,T. NAVY BLUE SF-GT ECO 300%,KG,200,8.9,8.9,"1,780.00"
Chemical,6151,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",135622020063,5/30/2022,40760,TAICRON RED E-FBNT 200%,KG,400,17.9,17.9,"7,160.00"
Chemical,6151,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",135622020063,5/30/2022,40786,TAICRON BRILL BLUESE-GLT 200%,KG,150,35.5,35.5,"5,325.00"
Chemical,6151,V000000096,T&T INDUSTRIES CORP.,"6F., No.124, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",135622020063,5/30/2022,40750,TERACON BLACK ECO,KG,"1,500.00",6.9,6.9,"10,350.00"
Chemical,8802,V000000067,R.S TRADING,,,10/11/2022,40450,AMMONIUM PERSULFATE,KG,75,"1,600.00",18.82,"1,411.76"
Chemical,9895,V000000067,R.S TRADING,,,11/27/2022,40410,CUSTIC SUDA,KG,100,130,1.53,152.94
Chemical,9895,V000000067,R.S TRADING,,,11/27/2022,40404,AMONIUM WATER,KG,300,40,0.47,141.18
Chemical,9895,V000000067,R.S TRADING,,,11/27/2022,40409,SODIUM CARBONATE/SODA AS LIGHT,KG,50,80,0.94,47.06
Chemical,9895,V000000067,R.S TRADING,,,11/27/2022,40420,PHOSPHORIC ACID,KG,105,370,4.35,457.06
Chemical,9895,V000000067,R.S TRADING,,,11/27/2022,40805,GLYCERINE,KG,60,280,3.29,197.65
Chemical,9895,V000000067,R.S TRADING,,,11/27/2022,40400,HYDROZEN PEROXIDE (H2 O2 ),KG,"1,951.00",57,0.67,"1,308.32"
Chemical,891,V000000067,R.S ENTERPRISE,,,5/10/2021,40406,THINNER,KG,400,215,2.53,"1,011.76"
Chemical,1777,V000000012,ACTIVE ZIPPER LTD.,,,8/9/2021,41404,CZ # 5  LONG NYLON ZIPPER TAPE,KG,207,1.87,1.87,387.09
Chemical,1777,V000000012,ACTIVE ZIPPER LTD.,,,8/9/2021,41405,PZ # 3  VISLON ZIPPER  TAPE,KG,124.5,1.8153,1.82,226
